ticker,SWIndustry1,SWIndustry2,SWIndustry3
600209.SH,801720.SI,801722.SI,857221.SI
600210.SH,801140.SI,801141.SI,851421.SI
600211.SH,801150.SI,801155.SI,851521.SI
600212.SH,801230.SI,801231.SI,852311.SI
600213.SH,801880.SI,801094.SI,850913.SI
600215.SH,801180.SI,801182.SI,851821.SI
600216.SH,801150.SI,801151.SI,851511.SI
600217.SH,801160.SI,801162.SI,851641.SI
600218.SH,801890.SI,801072.SI,850714.SI
600219.SH,801050.SI,801055.SI,850551.SI
600220.SH,801130.SI,801131.SI,851311.SI
600221.SH,801170.SI,801173.SI,851741.SI
600222.SH,801150.SI,801155.SI,851521.SI
600223.SH,801180.SI,801181.SI,851811.SI
600225.SH,801180.SI,801181.SI,851811.SI
600226.SH,801760.SI,801752.SI,852222.SI
600227.SH,801150.SI,801151.SI,851512.SI
600228.SH,801030.SI,801034.SI,850339.SI
600229.SH,801760.SI,801761.SI,852241.SI
600230.SH,801030.SI,801034.SI,850372.SI
600231.SH,801040.SI,801041.SI,850411.SI
600232.SH,801130.SI,801131.SI,851313.SI
600233.SH,801170.SI,801178.SI,851781.SI
600234.SH,801230.SI,801231.SI,852311.SI
600235.SH,801140.SI,801143.SI,851411.SI
600236.SH,801160.SI,801161.SI,851612.SI
600237.SH,801080.SI,801083.SI,850823.SI
600238.SH,801120.SI,801123.SI,851233.SI
600239.SH,801180.SI,801181.SI,851811.SI
600241.SH,801730.SI,801733.SI,857335.SI
600242.SH,801760.SI,801751.SI,852243.SI
600243.SH,801890.SI,801072.SI,850716.SI
600246.SH,801180.SI,801181.SI,851811.SI
600247.SH,801200.SI,801202.SI,852021.SI
600248.SH,801720.SI,801724.SI,857242.SI
600249.SH,801030.SI,801034.SI,850334.SI
600250.SH,801200.SI,801202.SI,852021.SI
600251.SH,801010.SI,801012.SI,850151.SI
600252.SH,801150.SI,801155.SI,851521.SI
600255.SH,801050.SI,801055.SI,850552.SI
600256.SH,801030.SI,801035.SI,850311.SI
600257.SH,801010.SI,801015.SI,850122.SI
600258.SH,801210.SI,801213.SI,852121.SI
600259.SH,801050.SI,801054.SI,850541.SI
600260.SH,801770.SI,801102.SI,851012.SI
600261.SH,801080.SI,801084.SI,850832.SI
600262.SH,801890.SI,801074.SI,850725.SI
600265.SH,801010.SI,801011.SI,850131.SI
600266.SH,801180.SI,801181.SI,851811.SI
600267.SH,801150.SI,801151.SI,851511.SI
600268.SH,801730.SI,801732.SI,857321.SI
600269.SH,801170.SI,801175.SI,851731.SI
600271.SH,801750.SI,801222.SI,852226.SI
600272.SH,801150.SI,801154.SI,851541.SI
600273.SH,801030.SI,801034.SI,850339.SI
600275.SH,801010.SI,801015.SI,850122.SI
600276.SH,801150.SI,801151.SI,851512.SI
600277.SH,801030.SI,801033.SI,850322.SI
600278.SH,801200.SI,801202.SI,852021.SI
600279.SH,801170.SI,801171.SI,851711.SI
600280.SH,801200.SI,801203.SI,852031.SI
600281.SH,801230.SI,801231.SI,852311.SI
600282.SH,801040.SI,801041.SI,850411.SI
600283.SH,801160.SI,801164.SI,851621.SI
600284.SH,801720.SI,801723.SI,857232.SI
600285.SH,801150.SI,801155.SI,851521.SI
600287.SH,801200.SI,801202.SI,852021.SI
600288.SH,801080.SI,801082.SI,850841.SI
600289.SH,801770.SI,801102.SI,851014.SI
600290.SH,801730.SI,801733.SI,857332.SI
600291.SH,801790.SI,801194.SI,851941.SI
600292.SH,801160.SI,801162.SI,851641.SI
600293.SH,801770.SI,801102.SI,851012.SI
600295.SH,801020.SI,801022.SI,850231.SI
600297.SH,801880.SI,801092.SI,850941.SI
600298.SH,801010.SI,801012.SI,850154.SI
600299.SH,801030.SI,801034.SI,850339.SI
600300.SH,801120.SI,801123.SI,851234.SI
600301.SH,801200.SI,801202.SI,852021.SI
600302.SH,801890.SI,801074.SI,850721.SI
600303.SH,801880.SI,801094.SI,850913.SI
600305.SH,801120.SI,801124.SI,851242.SI
600306.SH,801200.SI,801203.SI,852031.SI
600307.SH,801040.SI,801041.SI,850411.SI
600308.SH,801140.SI,801143.SI,851411.SI
600309.SH,801030.SI,801034.SI,850372.SI
600310.SH,801160.SI,801161.SI,851612.SI
600311.SH,801050.SI,801053.SI,850531.SI
600312.SH,801730.SI,801734.SI,857341.SI
600313.SH,801010.SI,801016.SI,850111.SI
600315.SH,801030.SI,801034.SI,850334.SI
600316.SH,801740.SI,801742.SI,857421.SI
600317.SH,801170.SI,801171.SI,851711.SI
600318.SH,801790.SI,801191.SI,851921.SI
600319.SH,801030.SI,801033.SI,850322.SI
600320.SH,801890.SI,801074.SI,850724.SI
600321.SH,801710.SI,801713.SI,850614.SI
600322.SH,801180.SI,801181.SI,851811.SI
600323.SH,801160.SI,801162.SI,851641.SI
600325.SH,801180.SI,801181.SI,851811.SI
600326.SH,801710.SI,801711.SI,850612.SI
600327.SH,801880.SI,801092.SI,850941.SI
600328.SH,801030.SI,801033.SI,850323.SI
600329.SH,801150.SI,801155.SI,851521.SI
600330.SH,801050.SI,801051.SI,850522.SI
600331.SH,801050.SI,801055.SI,850553.SI
600332.SH,801150.SI,801155.SI,851521.SI
600333.SH,801160.SI,801163.SI,851631.SI
600335.SH,801880.SI,801092.SI,850941.SI
600336.SH,801110.SI,801111.SI,851111.SI
600337.SH,801140.SI,801142.SI,851432.SI
600338.SH,801050.SI,801055.SI,850553.SI
600339.SH,801020.SI,801024.SI,850241.SI
600340.SH,801180.SI,801181.SI,851811.SI
600343.SH,801740.SI,801741.SI,857411.SI
600345.SH,801770.SI,801102.SI,851013.SI
600346.SH,801030.SI,801032.SI,850341.SI
600348.SH,801020.SI,801021.SI,850221.SI
600350.SH,801170.SI,801175.SI,851731.SI
600351.SH,801150.SI,801155.SI,851521.SI
600352.SH,801030.SI,801034.SI,850338.SI
600353.SH,801080.SI,801082.SI,850841.SI
600354.SH,801010.SI,801016.SI,850111.SI
600355.SH,801770.SI,801102.SI,851012.SI
600356.SH,801140.SI,801143.SI,851411.SI
600358.SH,801210.SI,801214.SI,852131.SI
600359.SH,801010.SI,801016.SI,850113.SI
600360.SH,801080.SI,801081.SI,850812.SI
600361.SH,801200.SI,801203.SI,852032.SI
600362.SH,801050.SI,801055.SI,850552.SI
600363.SH,801080.SI,801084.SI,850832.SI
600365.SH,801120.SI,801123.SI,851235.SI
600366.SH,801050.SI,801051.SI,850522.SI
600367.SH,801030.SI,801033.SI,850323.SI
600368.SH,801170.SI,801175.SI,851731.SI
600369.SH,801790.SI,801193.SI,851931.SI
600370.SH,801130.SI,801131.SI,851314.SI
600371.SH,801010.SI,801016.SI,850111.SI
600372.SH,801740.SI,801742.SI,857421.SI
600373.SH,801760.SI,801752.SI,852222.SI
600375.SH,801890.SI,801074.SI,850722.SI
600376.SH,801180.SI,801181.SI,851811.SI
600377.SH,801170.SI,801175.SI,851731.SI
600378.SH,801030.SI,801034.SI,850339.SI
600379.SH,801730.SI,801734.SI,857342.SI
600380.SH,801150.SI,801151.SI,851512.SI
600381.SH,801760.SI,801751.SI,852243.SI
600382.SH,801230.SI,801231.SI,852311.SI
600383.SH,801180.SI,801181.SI,851811.SI
600385.SH,801050.SI,801053.SI,850531.SI
600386.SH,801760.SI,801751.SI,852243.SI
600387.SH,801030.SI,801035.SI,850313.SI
600388.SH,801890.SI,801074.SI,850729.SI
600389.SH,801030.SI,801034.SI,850333.SI
600390.SH,801790.SI,801191.SI,851921.SI
600391.SH,801740.SI,801742.SI,857421.SI
600392.SH,801050.SI,801054.SI,850541.SI
600393.SH,801180.SI,801181.SI,851811.SI
600395.SH,801020.SI,801021.SI,850221.SI
600396.SH,801160.SI,801161.SI,851611.SI
600397.SH,801020.SI,801021.SI,850221.SI
600398.SH,801130.SI,801132.SI,851322.SI
600399.SH,801040.SI,801041.SI,850412.SI
600400.SH,801130.SI,801132.SI,851322.SI
600403.SH,801020.SI,801021.SI,850221.SI
600405.SH,801730.SI,801733.SI,857335.SI
600406.SH,801730.SI,801732.SI,857321.SI
600408.SH,801020.SI,801021.SI,850222.SI
600409.SH,801030.SI,801033.SI,850321.SI
600410.SH,801750.SI,801222.SI,852226.SI
600415.SH,801200.SI,801205.SI,852052.SI
600416.SH,801730.SI,801733.SI,857332.SI
600418.SH,801880.SI,801094.SI,850911.SI
600419.SH,801120.SI,801124.SI,851243.SI
600420.SH,801150.SI,801151.SI,851512.SI
600421.SH,801890.SI,801072.SI,850712.SI
600422.SH,801150.SI,801155.SI,851521.SI
600423.SH,801030.SI,801034.SI,850331.SI
600425.SH,801710.SI,801711.SI,850612.SI
600426.SH,801030.SI,801034.SI,850331.SI
600428.SH,801170.SI,801176.SI,851761.SI
600429.SH,801120.SI,801124.SI,851243.SI
600433.SH,801140.SI,801143.SI,851411.SI
600435.SH,801740.SI,801743.SI,857431.SI
600436.SH,801150.SI,801155.SI,851521.SI
600438.SH,801730.SI,801733.SI,857333.SI
600439.SH,801140.SI,801142.SI,851433.SI
600444.SH,801890.SI,801074.SI,850727.SI
600446.SH,801750.SI,801222.SI,852226.SI
600448.SH,801130.SI,801131.SI,851314.SI
600449.SH,801710.SI,801711.SI,850612.SI
600452.SH,801160.SI,801161.SI,851612.SI
600455.SH,801760.SI,801761.SI,852244.SI
600456.SH,801050.SI,801054.SI,850544.SI
600458.SH,801030.SI,801034.SI,850339.SI
600459.SH,801050.SI,801054.SI,850544.SI
600460.SH,801080.SI,801081.SI,850811.SI
600461.SH,801160.SI,801164.SI,851621.SI
600462.SH,801770.SI,801102.SI,851013.SI
600463.SH,801180.SI,801182.SI,851821.SI
600466.SH,801180.SI,801181.SI,851811.SI
600467.SH,801010.SI,801015.SI,850122.SI
600468.SH,801730.SI,801734.SI,857343.SI
600469.SH,801030.SI,801037.SI,850361.SI
600470.SH,801030.SI,801034.SI,850332.SI
600475.SH,801730.SI,801733.SI,857336.SI
600476.SH,801750.SI,801222.SI,852226.SI
600477.SH,801720.SI,801724.SI,857241.SI
600478.SH,801080.SI,801085.SI,850851.SI
600479.SH,801150.SI,801155.SI,851521.SI
600480.SH,801880.SI,801093.SI,850921.SI
600481.SH,801890.SI,801072.SI,850715.SI
600482.SH,801740.SI,801744.SI,850935.SI
600483.SH,801160.SI,801161.SI,851611.SI
600485.SH,NaN,NaN,NaN
600486.SH,801030.SI,801034.SI,850333.SI
600487.SH,801770.SI,801102.SI,851013.SI
600488.SH,801150.SI,801151.SI,851512.SI
600489.SH,801050.SI,801053.SI,850531.SI
600490.SH,801050.SI,801055.SI,850552.SI
600491.SH,801720.SI,801721.SI,850623.SI
600493.SH,801130.SI,801131.SI,851312.SI
600495.SH,801890.SI,801076.SI,850936.SI
600496.SH,801720.SI,801724.SI,857241.SI
600497.SH,801050.SI,801055.SI,850553.SI
600498.SH,801770.SI,801102.SI,851013.SI
600499.SH,801890.SI,801074.SI,850727.SI
600500.SH,801030.SI,801034.SI,850339.SI
600501.SH,801890.SI,801074.SI,850727.SI
600502.SH,801720.SI,801723.SI,857233.SI
600503.SH,801180.SI,801181.SI,851811.SI
600505.SH,801160.SI,801161.SI,851612.SI
600506.SH,801010.SI,801016.SI,850113.SI
600507.SH,801040.SI,801041.SI,850412.SI
600508.SH,801020.SI,801021.SI,850221.SI
600509.SH,801160.SI,801161.SI,851614.SI
600510.SH,801180.SI,801181.SI,851811.SI
600511.SH,801150.SI,801154.SI,851541.SI
600512.SH,801720.SI,801723.SI,857232.SI
600513.SH,801150.SI,801151.SI,851512.SI
600515.SH,801180.SI,801181.SI,851811.SI
600516.SH,801050.SI,801051.SI,850523.SI
600517.SH,801730.SI,801734.SI,857342.SI
600518.SH,801150.SI,801155.SI,851521.SI
600519.SH,801120.SI,801123.SI,851231.SI
600520.SH,801890.SI,801074.SI,850727.SI
600521.SH,801150.SI,801151.SI,851512.SI
600522.SH,801770.SI,801102.SI,851013.SI
600523.SH,801880.SI,801093.SI,850921.SI
600525.SH,801730.SI,801732.SI,857321.SI
600526.SH,801890.SI,801074.SI,850729.SI
600527.SH,801030.SI,801032.SI,850341.SI
600528.SH,801890.SI,801076.SI,850936.SI
600529.SH,801150.SI,801153.SI,851551.SI
600530.SH,801150.SI,801152.SI,851531.SI
600531.SH,801050.SI,801055.SI,850553.SI
600532.SH,801020.SI,801022.SI,850231.SI
600533.SH,801180.SI,801181.SI,851811.SI
600535.SH,801150.SI,801155.SI,851521.SI
600536.SH,801750.SI,801222.SI,852226.SI
600537.SH,801730.SI,801733.SI,857333.SI
600538.SH,801150.SI,801155.SI,851521.SI
600539.SH,801140.SI,801142.SI,851433.SI
600540.SH,801010.SI,801016.SI,850113.SI
600543.SH,801120.SI,801123.SI,851235.SI
600545.SH,801890.SI,801074.SI,850721.SI
600546.SH,801020.SI,801021.SI,850221.SI
600547.SH,801050.SI,801053.SI,850531.SI
600548.SH,801170.SI,801175.SI,851731.SI
600549.SH,801050.SI,801054.SI,850542.SI
600550.SH,801730.SI,801734.SI,857341.SI
600551.SH,801760.SI,801761.SI,852241.SI
600552.SH,801080.SI,801084.SI,850831.SI
600555.SH,801210.SI,801214.SI,852131.SI
600556.SH,801230.SI,801231.SI,852311.SI
600557.SH,801150.SI,801155.SI,851521.SI
600558.SH,801890.SI,801075.SI,850751.SI
600559.SH,801120.SI,801123.SI,851231.SI
600560.SH,801890.SI,801074.SI,850725.SI
600561.SH,801170.SI,801172.SI,851721.SI
600562.SH,801740.SI,801743.SI,857431.SI
600563.SH,801080.SI,801083.SI,850823.SI
600565.SH,801180.SI,801181.SI,851811.SI
600566.SH,801150.SI,801155.SI,851521.SI
600567.SH,801140.SI,801143.SI,851411.SI
600568.SH,801180.SI,801181.SI,851811.SI
600569.SH,801040.SI,801041.SI,850411.SI
600570.SH,801750.SI,801222.SI,852225.SI
600571.SH,801750.SI,801222.SI,852226.SI
600572.SH,801150.SI,801155.SI,851521.SI
600573.SH,801120.SI,801123.SI,851232.SI
600575.SH,801170.SI,801178.SI,851781.SI
600576.SH,801760.SI,801761.SI,852242.SI
600577.SH,801730.SI,801734.SI,857344.SI
600578.SH,801160.SI,801161.SI,851611.SI
600579.SH,801890.SI,801074.SI,850727.SI
600580.SH,801730.SI,801731.SI,850741.SI
600581.SH,801040.SI,801041.SI,850411.SI
600582.SH,801890.SI,801074.SI,850725.SI
600583.SH,801020.SI,801024.SI,850241.SI
600584.SH,801080.SI,801081.SI,850811.SI
600585.SH,801710.SI,801711.SI,850612.SI
600586.SH,801710.SI,801712.SI,850611.SI
600587.SH,801150.SI,801153.SI,851551.SI
600588.SH,801750.SI,801222.SI,852225.SI
600589.SH,801030.SI,801034.SI,850339.SI
600590.SH,801730.SI,801732.SI,857321.SI
600592.SH,801890.SI,801072.SI,850712.SI
600593.SH,801210.SI,801212.SI,852111.SI
600594.SH,801150.SI,801155.SI,851521.SI
600595.SH,801050.SI,801055.SI,850551.SI
600596.SH,801030.SI,801034.SI,850339.SI
600597.SH,801120.SI,801124.SI,851243.SI
600598.SH,801010.SI,801016.SI,850112.SI
600599.SH,801790.SI,801191.SI,851921.SI
600600.SH,801120.SI,801123.SI,851232.SI
600601.SH,801080.SI,801083.SI,850822.SI
600602.SH,801750.SI,801222.SI,852225.SI
600603.SH,801230.SI,801231.SI,852311.SI
600604.SH,801180.SI,801182.SI,851821.SI
600605.SH,801200.SI,801202.SI,852021.SI
600606.SH,801180.SI,801181.SI,851811.SI
600608.SH,801200.SI,801202.SI,852021.SI
600609.SH,801880.SI,801093.SI,850921.SI
600610.SH,NaN,NaN,NaN
600611.SH,801170.SI,801172.SI,851721.SI
600612.SH,801140.SI,801142.SI,851434.SI
600613.SH,801150.SI,801151.SI,851512.SI
600614.SH,801050.SI,801051.SI,850521.SI
600615.SH,801050.SI,801051.SI,850521.SI
600616.SH,801120.SI,801123.SI,851236.SI
600617.SH,801160.SI,801163.SI,851631.SI
600618.SH,801030.SI,801033.SI,850322.SI
600619.SH,801110.SI,801111.SI,851115.SI
600620.SH,801230.SI,801231.SI,852311.SI
600621.SH,801790.SI,801193.SI,851931.SI
600622.SH,801180.SI,801181.SI,851811.SI
600623.SH,801030.SI,801034.SI,850339.SI
600624.SH,801230.SI,801231.SI,852311.SI
600626.SH,801880.SI,801093.SI,850921.SI
600628.SH,801200.SI,801203.SI,852031.SI
600629.SH,801720.SI,801721.SI,850623.SI
600630.SH,801130.SI,801132.SI,851327.SI
600633.SH,801760.SI,801752.SI,852222.SI
600634.SH,801760.SI,801752.SI,852222.SI
600635.SH,801160.SI,801163.SI,851631.SI
600636.SH,801760.SI,801761.SI,852244.SI
600637.SH,801760.SI,801761.SI,852224.SI
600638.SH,801180.SI,801181.SI,851811.SI
600639.SH,801180.SI,801182.SI,851821.SI
600640.SH,801760.SI,801752.SI,852222.SI
600641.SH,801180.SI,801181.SI,851811.SI
600642.SH,801160.SI,801161.SI,851611.SI
600643.SH,801790.SI,801191.SI,851921.SI
600644.SH,801160.SI,801161.SI,851612.SI
600645.SH,801150.SI,801152.SI,851531.SI
600647.SH,801180.SI,801181.SI,851811.SI
600648.SH,801180.SI,801182.SI,851821.SI
600649.SH,801180.SI,801181.SI,851811.SI
600650.SH,801170.SI,801172.SI,851721.SI
600651.SH,801080.SI,801084.SI,850832.SI
600652.SH,801760.SI,801752.SI,852222.SI
600653.SH,801880.SI,801092.SI,850941.SI
600654.SH,801750.SI,801222.SI,852225.SI
600655.SH,801200.SI,801204.SI,852041.SI
600657.SH,801180.SI,801181.SI,851811.SI
600658.SH,801180.SI,801182.SI,851821.SI
600660.SH,801880.SI,801093.SI,850921.SI
600661.SH,801760.SI,801761.SI,852244.SI
600662.SH,801170.SI,801172.SI,851721.SI
600663.SH,801180.SI,801182.SI,851821.SI
600664.SH,801150.SI,801151.SI,851512.SI
600665.SH,801180.SI,801181.SI,851811.SI
600666.SH,801080.SI,801084.SI,850831.SI
600667.SH,801080.SI,801081.SI,850811.SI
600668.SH,801710.SI,801711.SI,850612.SI
600671.SH,801150.SI,801155.SI,851521.SI
600673.SH,801150.SI,801151.SI,851512.SI
600674.SH,801160.SI,801161.SI,851612.SI
600675.SH,801180.SI,801181.SI,851811.SI
600676.SH,801880.SI,801093.SI,850921.SI
600677.SH,NaN,NaN,NaN
600678.SH,801710.SI,801713.SI,850614.SI
600679.SH,801880.SI,801881.SI,858811.SI
600681.SH,801160.SI,801163.SI,851631.SI
600682.SH,801200.SI,801203.SI,852031.SI
600683.SH,801180.SI,801181.SI,851811.SI
600684.SH,801180.SI,801181.SI,851811.SI
600685.SH,801740.SI,801744.SI,850935.SI
600686.SH,801880.SI,801094.SI,850913.SI
600687.SH,801050.SI,801053.SI,850531.SI
600688.SH,801030.SI,801035.SI,850311.SI
600689.SH,801130.SI,801131.SI,851311.SI
600690.SH,801110.SI,801111.SI,851111.SI
600691.SH,801030.SI,801034.SI,850331.SI
600692.SH,801180.SI,801181.SI,851811.SI
600693.SH,801200.SI,801203.SI,852031.SI
600694.SH,801200.SI,801203.SI,852033.SI
600695.SH,801790.SI,801191.SI,851921.SI
600696.SH,801790.SI,801191.SI,851921.SI
600697.SH,801200.SI,801203.SI,852033.SI
600698.SH,801880.SI,801093.SI,850921.SI
600699.SH,801880.SI,801093.SI,850921.SI
600701.SH,NaN,NaN,NaN
600702.SH,801120.SI,801123.SI,851231.SI
600703.SH,801080.SI,801084.SI,850832.SI
600704.SH,801170.SI,801178.SI,851781.SI
600705.SH,801790.SI,801191.SI,851921.SI
600706.SH,801210.SI,801214.SI,852131.SI
600707.SH,801080.SI,801084.SI,850831.SI
600708.SH,801180.SI,801181.SI,851811.SI
600710.SH,801200.SI,801202.SI,852021.SI
600711.SH,801050.SI,801054.SI,850544.SI
600712.SH,801200.SI,801203.SI,852031.SI
600713.SH,801150.SI,801154.SI,851541.SI
600714.SH,801030.SI,801033.SI,850323.SI
600715.SH,801760.SI,801761.SI,852242.SI
600716.SH,801180.SI,801181.SI,851811.SI
600717.SH,801170.SI,801171.SI,851711.SI
600718.SH,801750.SI,801222.SI,852226.SI
600719.SH,801160.SI,801161.SI,851614.SI
600720.SH,801710.SI,801711.SI,850612.SI
600721.SH,801150.SI,801156.SI,851561.SI
600722.SH,801030.SI,801033.SI,850324.SI
600723.SH,801200.SI,801203.SI,852031.SI
600724.SH,801180.SI,801181.SI,851811.SI
600725.SH,801020.SI,801021.SI,850222.SI
600726.SH,801160.SI,801161.SI,851611.SI
600727.SH,801030.SI,801034.SI,850332.SI
600728.SH,801750.SI,801222.SI,852226.SI
600729.SH,801200.SI,801203.SI,852033.SI
600730.SH,801230.SI,801231.SI,852311.SI
600731.SH,801030.SI,801034.SI,850333.SI
600732.SH,801180.SI,801181.SI,851811.SI
600733.SH,801880.SI,801094.SI,850911.SI
600734.SH,801770.SI,801102.SI,851012.SI
600735.SH,801140.SI,801142.SI,851433.SI
600736.SH,801180.SI,801181.SI,851811.SI
600737.SH,801010.SI,801012.SI,850154.SI
600738.SH,801200.SI,801205.SI,852052.SI
600739.SH,801150.SI,801152.SI,851531.SI
600740.SH,801020.SI,801021.SI,850222.SI
600741.SH,801880.SI,801093.SI,850921.SI
600742.SH,801880.SI,801093.SI,850921.SI
600743.SH,801180.SI,801181.SI,851811.SI
600744.SH,801160.SI,801161.SI,851611.SI
600745.SH,801080.SI,801085.SI,850852.SI
600746.SH,801030.SI,801034.SI,850339.SI
600748.SH,801180.SI,801181.SI,851811.SI
600749.SH,801210.SI,801212.SI,852112.SI
600750.SH,801150.SI,801155.SI,851521.SI
600751.SH,801080.SI,801082.SI,850841.SI
600753.SH,801200.SI,801202.SI,852021.SI
600754.SH,801210.SI,801213.SI,852121.SI
600755.SH,801200.SI,801202.SI,852021.SI
600756.SH,801750.SI,801222.SI,852226.SI
600757.SH,801760.SI,801761.SI,852241.SI
600758.SH,801020.SI,801021.SI,850221.SI
600759.SH,801020.SI,801023.SI,850211.SI
600760.SH,801740.SI,801742.SI,857421.SI
600761.SH,801890.SI,801074.SI,850722.SI
600763.SH,801150.SI,801156.SI,851561.SI
600764.SH,801740.SI,801743.SI,857431.SI
600765.SH,801740.SI,801742.SI,857421.SI
600766.SH,801050.SI,801053.SI,850531.SI
600767.SH,801150.SI,801156.SI,851561.SI
600768.SH,801050.SI,801055.SI,850551.SI
600769.SH,801720.SI,801721.SI,850623.SI
600770.SH,801230.SI,801231.SI,852311.SI
600771.SH,801150.SI,801155.SI,851521.SI
600773.SH,801180.SI,801181.SI,851811.SI
600774.SH,801200.SI,801203.SI,852033.SI
600775.SH,801770.SI,801102.SI,851012.SI
600776.SH,801770.SI,801102.SI,851013.SI
600777.SH,801020.SI,801023.SI,850211.SI
600778.SH,801200.SI,801203.SI,852033.SI
600779.SH,801120.SI,801123.SI,851231.SI
600780.SH,801160.SI,801161.SI,851611.SI
600781.SH,801150.SI,801151.SI,851512.SI
600782.SH,801040.SI,801041.SI,850411.SI
600783.SH,801790.SI,801191.SI,851921.SI
600784.SH,801230.SI,801231.SI,852311.SI
600785.SH,801200.SI,801203.SI,852033.SI
600787.SH,801170.SI,801178.SI,851781.SI
600789.SH,801150.SI,801151.SI,851512.SI
600790.SH,801200.SI,801205.SI,852052.SI
600791.SH,801180.SI,801181.SI,851811.SI
600792.SH,801020.SI,801021.SI,850222.SI
600793.SH,801140.SI,801143.SI,851411.SI
600794.SH,801170.SI,801178.SI,851781.SI
600795.SH,801160.SI,801161.SI,851611.SI
600796.SH,801150.SI,801152.SI,851531.SI
600797.SH,801750.SI,801222.SI,852226.SI
600798.SH,801170.SI,801176.SI,851761.SI
600800.SH,801750.SI,801101.SI,851021.SI
600801.SH,801710.SI,801711.SI,850612.SI
600802.SH,801710.SI,801711.SI,850612.SI
600803.SH,801030.SI,801034.SI,850339.SI
600804.SH,801770.SI,801102.SI,851014.SI
600805.SH,801230.SI,801231.SI,852311.SI
600807.SH,801180.SI,801181.SI,851811.SI
600808.SH,801040.SI,801041.SI,850411.SI
600809.SH,801120.SI,801123.SI,851231.SI
600810.SH,801030.SI,801032.SI,850344.SI
600811.SH,801230.SI,801231.SI,852311.SI
600812.SH,801150.SI,801151.SI,851512.SI
600814.SH,801200.SI,801203.SI,852031.SI
600815.SH,801890.SI,801074.SI,850722.SI
600816.SH,801790.SI,801191.SI,851921.SI
600817.SH,801230.SI,801231.SI,852311.SI
600818.SH,801230.SI,801231.SI,852311.SI
600819.SH,801710.SI,801712.SI,850611.SI
600820.SH,801720.SI,801723.SI,857231.SI
600821.SH,801200.SI,801203.SI,852031.SI
600822.SH,801200.SI,801202.SI,852021.SI
600823.SH,801180.SI,801181.SI,851811.SI
600824.SH,801130.SI,801132.SI,851327.SI
600825.SH,801760.SI,801761.SI,852241.SI
600826.SH,801200.SI,801202.SI,852021.SI
600827.SH,801200.SI,801203.SI,852033.SI
600828.SH,801200.SI,801203.SI,852031.SI
600829.SH,801150.SI,801154.SI,851541.SI
600830.SH,801790.SI,801191.SI,851921.SI
600831.SH,801760.SI,801761.SI,852224.SI
600833.SH,801150.SI,801154.SI,851541.SI
600834.SH,801170.SI,801172.SI,851721.SI
600835.SH,801890.SI,801074.SI,850728.SI
600836.SH,801140.SI,801141.SI,851421.SI
600837.SH,801790.SI,801193.SI,851931.SI
600838.SH,801200.SI,801203.SI,852033.SI
600839.SH,801110.SI,801112.SI,851121.SI
600841.SH,801890.SI,801072.SI,850714.SI
600843.SH,801890.SI,801074.SI,850721.SI
600844.SH,801030.SI,801034.SI,850339.SI
600845.SH,801750.SI,801222.SI,852226.SI
600846.SH,801720.SI,801721.SI,850623.SI
600847.SH,801730.SI,801733.SI,857335.SI
600848.SH,801180.SI,801182.SI,851821.SI
600850.SH,801750.SI,801222.SI,852226.SI
600851.SH,801150.SI,801151.SI,851512.SI
600853.SH,801720.SI,801723.SI,857232.SI
600854.SH,801110.SI,801111.SI,851112.SI
600855.SH,801750.SI,801101.SI,851021.SI
600856.SH,801160.SI,801163.SI,851631.SI
600857.SH,801200.SI,801203.SI,852031.SI
600858.SH,801200.SI,801203.SI,852033.SI
600859.SH,801200.SI,801203.SI,852031.SI
600860.SH,801890.SI,801075.SI,850751.SI
600861.SH,801200.SI,801203.SI,852033.SI
600862.SH,801740.SI,801742.SI,857421.SI
600863.SH,801160.SI,801161.SI,851611.SI
600864.SH,801790.SI,801193.SI,851931.SI
600865.SH,801200.SI,801203.SI,852031.SI
600866.SH,801120.SI,801124.SI,851242.SI
600867.SH,801150.SI,801152.SI,851531.SI
600868.SH,801160.SI,801161.SI,851612.SI
600869.SH,801730.SI,801734.SI,857344.SI
600870.SH,801200.SI,801202.SI,852021.SI
600871.SH,801020.SI,801024.SI,850241.SI
600872.SH,801120.SI,801124.SI,851242.SI
600873.SH,801010.SI,801012.SI,850154.SI
600874.SH,801160.SI,801164.SI,851621.SI
600875.SH,801730.SI,801733.SI,857331.SI
600876.SH,801710.SI,801712.SI,850611.SI
600877.SH,801880.SI,801881.SI,858811.SI
600879.SH,801740.SI,801741.SI,857411.SI
600880.SH,801760.SI,801761.SI,852241.SI
600881.SH,801710.SI,801711.SI,850612.SI
600882.SH,801120.SI,801124.SI,851243.SI
600883.SH,801710.SI,801711.SI,850612.SI
600884.SH,801080.SI,801082.SI,850841.SI
600885.SH,801730.SI,801734.SI,857343.SI
600886.SH,801160.SI,801161.SI,851612.SI
600887.SH,801120.SI,801124.SI,851243.SI
600888.SH,801050.SI,801055.SI,850551.SI
600889.SH,801030.SI,801032.SI,850343.SI
600890.SH,801180.SI,801181.SI,851811.SI
600891.SH,NaN,NaN,NaN
600892.SH,801760.SI,801752.SI,852222.SI
600893.SH,801740.SI,801742.SI,857421.SI
600894.SH,801890.SI,801074.SI,850728.SI
600895.SH,801180.SI,801182.SI,851821.SI
600896.SH,801150.SI,801156.SI,851561.SI
